stockid,tsn,scientificname,commonname,areaid,country,areatype,areacode,areaname,alternateareaname
PSALMA13,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-A13,Canada,DFO,A13,Area 13,NA
PSALMA21-27,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-A21-27,Canada,DFO,A21-27,Area21-27,NA
PSALMA2E,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-A2E,Canada,DFO,A2E,Area 2E,NA
PSALMA2W,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-A2W,Canada,DFO,A2W,Area 2W,NA
PSALMA3,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-A3,Canada,DFO,A3,Area 3,NA
PSALMA4,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-A4,Canada,DFO,A4,Area 4,NA
PSALMA5,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-A5,Canada,DFO,A5,Area 5,NA
PSALMA6,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-A6,Canada,DFO,A6,Area 6,NA
PSALMA7,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-A7,Canada,DFO,A7,Area 7,NA
PSALMA8,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-A8,Canada,DFO,A8,Area 8,NA
PSALMA9,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-A9,Canada,DFO,A9,Area 9,NA
PSALMAFFLECKCI,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-AFFLECKCI,USA,AKSTATE,AFFLECKCI,Affleck Cl (District105),NA
PSALMAFOGNAKD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-AFOGNAKD,USA,AKSTATE,AFOGNAKD,Afognak District,NA
PSALMAIALIKL,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-AIALIKL,USA,AKSTATE,AIALIKL,Aialik Lagoon (Eastern D),NA
PSALMAKPNWD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-AKPNWD,USA,AKSTATE,AKPNWD,AK Pen Northwestern District,NA
PSALMAKPSESCD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-AKPSESCD,USA,AKSTATE,AKPSESCD,AK Pen Southeastern and South-central Districts,NA
PSALMAKPSWUD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-AKPSWUD,USA,AKSTATE,AKPSWUD,AK Pen Southwestern and Unimak Districts,NA
PSALMALITAKD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-ALITAKD,USA,AKSTATE,ALITAKD,Alitak District,NA
PSALMAMAKC,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-AMAKC,USA,AKSTATE,AMAKC,Amakdedori Creek (Kamishak D),NA
PSALMAMURPW,161975,Oncorhynchus gorbuscha,Pink salmon,Russia-TINRO-AMURPW,Russia,TINRO,AMURPW,Amur pink wild,NA
PSALMANADYRPW,161975,Oncorhynchus gorbuscha,Pink salmon,Russia-TINRO-ANADYRPW,Russia,TINRO,ANADYRPW,Anadyr pink wild,NA
PSALMANAN,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-ANAN,USA,AKSTATE,ANAN,Anan (District107),NA
PSALMATNARKO,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-ATNARKO,Canada,DFO,ATNARKO,Atnarko (Area 8),NA
PSALMAUKEC,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-AUKEC,USA,AKSTATE,AUKEC,Auke Creek (Northern Inside),NA
PSALMBARABARA,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-BARABARA,USA,AKSTATE,BARABARA,Barabara (Southern D),NA
PSALMBARANOFE,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-BARANOFE,USA,AKSTATE,BARANOFE,Baranof E (District109),NA
PSALMBKAMISHAKR,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-BKAMISHAKR,USA,AKSTATE,BKAMISHAKR,Big Kamishak River  (Kamishak D),NA
PSALMBONDS,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-BONDS,Canada,DFO,BONDS,BondSound (Area 12),NA
PSALMBRUINR,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-BRUINR,USA,AKSTATE,BRUINR,Bruin River,NA
PSALMBURNETT,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-BURNETT,USA,AKSTATE,BURNETT,Burnett (District106),NA
PSALMBURR,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-BURR,Canada,DFO,BURR,Burrard,NA
PSALMBUTEI,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-BUTEI,Canada,DFO,BUTEI,Bute Inlt (Area 13),NA
PSALMBWLAB,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-BWLAB,Canada,DFO,BWLAB,BetwLoandBte (Area 13),NA
PSALMCHIGNIKBD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-CHIGNIKBD,USA,AKSTATE,CHIGNIKBD,Chignik Bay District,NA
PSALMCHIGNIKCD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-CHIGNIKCD,USA,AKSTATE,CHIGNIKCD,Chignik Central District,NA
PSALMCHIGNIKED,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-CHIGNIKED,USA,AKSTATE,CHIGNIKED,Chignik Eastern District,NA
PSALMCHIGNIKWD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-CHIGNIKWD,USA,AKSTATE,CHIGNIKWD,Chignik Western District,NA
PSALMCHINAP,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-CHINAP,USA,AKSTATE,CHINAP,China Poot (Southern D),NA
PSALMCHV,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-CHV,Canada,DFO,CHV,Ch/Vedder,NA
PSALMCOGHILLD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-COGHILLD,USA,AKSTATE,COGHILLD,Coghill District,NA
PSALMDOGFISH,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-DOGFISH,USA,AKSTATE,DOGFISH,Dogfish (Southern D),NA
PSALMDOSEWHC,161975,Oncorhynchus gorbuscha,Pink salmon,USA-WASTATE-DOSEWHC,USA,WASTATE,DOSEWHC,Dosewallips (Hood Canal),NA
PSALMDUCKA,161975,Oncorhynchus gorbuscha,Pink salmon,USA-WASTATE-DUCKA,USA,WASTATE,DUCKA,Duckabush (Hood Canal),NA
PSALMDUNGENHC,161975,Oncorhynchus gorbuscha,Pink salmon,USA-WASTATE-DUNGENHC,USA,WASTATE,DUNGENHC,Dungeness (Juan de Fuca),NA
PSALMEBEHM,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-EBEHM,USA,AKSTATE,EBEHM,EBehm (District 101),NA
PSALMEDALL,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-EDALL,USA,AKSTATE,EDALL,EDall (District103),NA
PSALMEKAMPW,161975,Oncorhynchus gorbuscha,Pink salmon,Russia-TINRO-EKAMPW,Russia,TINRO,EKAMPW,East Kamchatka pink wild,NA
PSALMELIZAH,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-ELIZAH,USA,AKSTATE,ELIZAH,Eliza Hbr (District109),NA
PSALMESAKPH,161975,Oncorhynchus gorbuscha,Pink salmon,Russia-TINRO-ESAKPH,Russia,TINRO,ESAKPH,East Sakhalin pink hatchery,NA
PSALMESAKPW,161975,Oncorhynchus gorbuscha,Pink salmon,Russia-TINRO-ESAKPW,Russia,TINRO,ESAKPW,East Sakhalin pink wild,NA
PSALMESHAMYD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-ESHAMYD,USA,AKSTATE,ESHAMYD,Eshamy District,NA
PSALMESND,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-ESND,USA,AKSTATE,ESND,Eastside-Northend District,NA
PSALMFARRAGUT,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-FARRAGUT,USA,AKSTATE,FARRAGUT,Farragut (District110),NA
PSALMFRESHWB,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-FRESHWB,USA,AKSTATE,FRESHWB,Freshw By (District112),NA
PSALMGEOHOWE,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-GEOHOWE,Canada,DFO,GEOHOWE,GeorgiaHowe (Area 16),NA
PSALMGOLOVIN,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-GOLOVIN,USA,AKSTATE,GOLOVIN,Golovin,NA
PSALMHARR,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-HARR,Canada,DFO,HARR,Harrison,NA
PSALMHETTA,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-HETTA,USA,AKSTATE,HETTA,Hetta (District103),NA
PSALMHHAMMAHC,161975,Oncorhynchus gorbuscha,Pink salmon,USA-WASTATE-HHAMMAHC,USA,WASTATE,HHAMMAHC,Hamma Hamma (Hood Canal),NA
PSALMHOMES,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-HOMES,USA,AKSTATE,HOMES,Homeshor (District114),NA
PSALMHOMFROY,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-HOMFROY,Canada,DFO,HOMFROY,Homfroy C (Area 15),NA
PSALMHOOKC,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-HOOKC,Canada,DFO,HOOKC,Hooknose Creek,NA
PSALMHOONAHS,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-HOONAHS,USA,AKSTATE,HOONAHS,Hoonah S (District113),NA
PSALMHOUGHTON,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-HOUGHTON,USA,AKSTATE,HOUGHTON,Houghton (District110),NA
PSALMHSPH,161975,Oncorhynchus gorbuscha,Pink salmon,Japan-FAJ-HSPH,Japan,FAJ,HSPH,Japan High Seas catch pink hatchery,NA
PSALMHSPW,161975,Oncorhynchus gorbuscha,Pink salmon,Japan-FAJ-HSPW,Japan,FAJ,HSPW,Japan High Seas catch pink wild,NA
PSALMHUMPCY,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-HUMPCY,USA,AKSTATE,HUMPCY,Humpy Creek (Yakutat),NA
PSALMHUMPYCCISD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-HUMPYCCISD,USA,AKSTATE,HUMPYCCISD,Humpy Creek (Cook Inlet Southern D),NA
PSALMIGUSHIK,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-IGUSHIK,USA,AKSTATE,IGUSHIK,Igushik River,NA
PSALMJAMESLOD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-JAMESLOD,USA,AKSTATE,JAMESLOD,James Lagoon (Outer D),NA
PSALMJCPH,161975,Oncorhynchus gorbuscha,Pink salmon,Japan-FAJ-JCPH,Japan,FAJ,JCPH,Japan coastal pink hatchery,NA
PSALMJCPW,161975,Oncorhynchus gorbuscha,Pink salmon,Japan-FAJ-JCPW,Japan,FAJ,JCPW,Japan coastal pink wild,NA
PSALMJERVISI,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-JERVISI,Canada,DFO,JERVISI,Jervis Inlet (Area 16),NA
PSALMJOHNS,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-JOHNS,Canada,DFO,JOHNS,JohnstoneSt (Area 12),NA
PSALMJOHNST,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-JOHNST,Canada,DFO,JOHNST,Johnst St (Area 13),NA
PSALMKASAAN,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-KASAAN,USA,AKSTATE,KASAAN,Kasaan (District102),NA
PSALMKELPB,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-KELPB,USA,AKSTATE,KELPB,Kelp By (District112),NA
PSALMKINGCOME,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-KINGCOME,Canada,DFO,KINGCOME,KingcomeInlet (Area 12),NA
PSALMKLAWOCK,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-KLAWOCK,USA,AKSTATE,KLAWOCK,Klawock (District103),NA
PSALMKNIGHT,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-KNIGHT,Canada,DFO,KNIGHT,KnightInlet (Area 12),NA
PSALMKODIAKMD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-KODIAKMD,USA,AKSTATE,KODIAKMD,Kodiak Mainland District,NA
PSALMKODIAKWD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-KODIAKWD,USA,AKSTATE,KODIAKWD,Kodiak Westside District,NA
PSALMKUSKOKWIM,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-KUSKOKWIM,USA,AKSTATE,KUSKOKWIM,Kuskokwim,NA
PSALMLISIANSKI,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-LISIANSKI,USA,AKSTATE,LISIANSKI,Lisianski (District113),NA
PSALMLKAMR,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-LKAMR,USA,AKSTATE,LKAMR,Little Kamishak River (Kamishak D),NA
PSALMLOUGHB,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-LOUGHB,Canada,DFO,LOUGHB,Loughb It (Area 13),NA
PSALMLYNNCD112,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-LYNNCD112,USA,AKSTATE,LYNNCD112,Lynn Cnl (District112),NA
PSALMLYNNCD115,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-LYNNCD115,USA,AKSTATE,LYNNCD115,Lynn Cnl (District115),NA
PSALMMALAS,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-MALAS,Canada,DFO,MALAS,Malaspina (Area 15),NA
PSALMMFRASE,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-MFRASE,Canada,DFO,MFRASE,Main Fraser,NA
PSALMMOIRA,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-MOIRA,USA,AKSTATE,MOIRA,Moira (District102),NA
PSALMMONTD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-MONTD,USA,AKSTATE,MONTD,Montague District,NA
PSALMMPNBNS,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-MPNBNS,USA,AKSTATE,MPNBNS,Moses Point and Norton Bay (Norton Sound),NA
PSALMNCHICHAGO,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-NCHICHAGO,USA,AKSTATE,NCHICHAGO,Nchichago (District114),NA
PSALMNISQPS,161975,Oncorhynchus gorbuscha,Pink salmon,USA-WASTATE-NISQPS,USA,WASTATE,NISQPS,Nisqually (Puget Sound),NA
PSALMNKINGCOME,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-NKINGCOME,Canada,DFO,NKINGCOME,NearKingcome (Area 12),NA
PSALMNOME,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-NOME,USA,AKSTATE,NOME,Nome (Norton Sound),NA
PSALMNOOKSPS,161975,Oncorhynchus gorbuscha,Pink salmon,USA-WASTATE-NOOKSPS,USA,WASTATE,NOOKSPS,Nooksack (Puget Sound),NA
PSALMNUNAKWIKD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-NUNAKWIKD,USA,AKSTATE,NUNAKWIKD,Northern/Unakwik District,NA
PSALMNUSHAGAKR,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-NUSHAGAKR,USA,AKSTATE,NUSHAGAKR,Nushagak River,NA
PSALMOKPH,161975,Oncorhynchus gorbuscha,Pink salmon,Russia-TINRO-OKPH,Russia,TINRO,OKPH,Okhotsk pink hatchery,NA
PSALMOKPW,161975,Oncorhynchus gorbuscha,Pink salmon,Russia-TINRO-OKPW,Russia,TINRO,OKPW,Okhotsk pink wild,NA
PSALMPCHATHAM,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PCHATHAM,USA,AKSTATE,PCHATHAM,Port Chatham (Outer D),NA
PSALMPDICK,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PDICK,USA,AKSTATE,PDICK,Port Dick (Outer D),NA
PSALMPERRYVILLED,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PERRYVILLED,USA,AKSTATE,PERRYVILLED,Perryville District,NA
PSALMPGRAHAMSD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PGRAHAMSD,USA,AKSTATE,PGRAHAMSD,Port Graham (Southern D),NA
PSALMPORTAGEB,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PORTAGEB,USA,AKSTATE,PORTAGEB,Portage B (District110),NA
PSALMPORTLAND,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PORTLAND,USA,AKSTATE,PORTLAND,Portland (District 101),NA
PSALMPORTLOCK,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PORTLOCK,USA,AKSTATE,PORTLOCK,Portlock (District113),NA
PSALMPRIMPW,161975,Oncorhynchus gorbuscha,Pink salmon,Russia-TINRO-PRIMPW,Russia,TINRO,PRIMPW,Primorye pink wild,NA
PSALMPUYALLUPPS,161975,Oncorhynchus gorbuscha,Pink salmon,USA-WASTATE-PUYALLUPPS,USA,WASTATE,PUYALLUPPS,Puyallup (Puget Sound),NA
PSALMPWSED,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PWSED,USA,AKSTATE,PWSED,PWS Eastern District,NA
PSALMPWSNWD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PWSNWD,USA,AKSTATE,PWSNWD,PWS Northwestern District,NA
PSALMPWSSED,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PWSSED,USA,AKSTATE,PWSSED,PWS Southeastern District,NA
PSALMPWSSWD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PWSSWD,USA,AKSTATE,PWSSWD,PWS Southwest District,NA
PSALMPYBUSGA,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-PYBUSGA,USA,AKSTATE,PYBUSGA,Pybus/Ga (District110),NA
PSALMQUATR,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-QUATR,Canada,DFO,QUATR,Quatam R (Area 13),NA
PSALMRATZH,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-RATZH,USA,AKSTATE,RATZH,Ratz Hbr (District106),NA
PSALMRESB,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-RESB,USA,AKSTATE,RESB,Resurrection Bay (Eastern D),NA
PSALMROCKYROD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-ROCKYROD,USA,AKSTATE,ROCKYROD,Rocky River (Outer D),NA
PSALMSAGINWB,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SAGINWB,USA,AKSTATE,SAGINWB,Saginw By (District109),NA
PSALMSAKP,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SAKP,USA,AKSTATE,SAKP,South AK Peninsula w/o Chignik,NA
PSALMSALISBURY,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SALISBURY,USA,AKSTATE,SALISBURY,Salisbury (District113),NA
PSALMSASHINCNI,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SASHINCNI,USA,AKSTATE,SASHINCNI,Sashin Creek (Northern Inside),NA
PSALMSBPCKD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SBPCKD,USA,AKSTATE,SBPCKD,Sunday and Browns Peak Creek (Kamishak D),NA
PSALMSEAOTTER,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SEAOTTER,USA,AKSTATE,SEAOTTER,SeaOtter (District103),NA
PSALMSEBARAN,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SEBARAN,USA,AKSTATE,SEBARAN,SE Baran (District109),NA
PSALMSECHELT,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-SECHELT,Canada,DFO,SECHELT,Sechelt It  (Area 16),NA
PSALMSELDOVIAB,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SELDOVIAB,USA,AKSTATE,SELDOVIAB,Seldovia Bay  (Southern D),NA
PSALMSETONA,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-SETONA,Canada,DFO,SETONA,SetonArea,NA
PSALMSEYMOUR,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SEYMOUR,USA,AKSTATE,SEYMOUR,Seymour (District111),NA
PSALMSHAKTOOLIKNS,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SHAKTOOLIKNS,USA,AKSTATE,SHAKTOOLIKNS,Shaktoolik (Norton Sound),NA
PSALMSHIPLEY,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SHIPLEY,USA,AKSTATE,SHIPLEY,Shipley (District105),NA
PSALMSITKAS,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SITKAS,USA,AKSTATE,SITKAS,Sitka Sd (District113),NA
PSALMSITUKR,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SITUKR,USA,AKSTATE,SITUKR,Situk River,NA
PSALMSKAGPS,161975,Oncorhynchus gorbuscha,Pink salmon,USA-WASTATE-SKAGPS,USA,WASTATE,SKAGPS,Skagit (Puget Sound),NA
PSALMSKEENALR,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-SKEENALR,Canada,DFO,SKEENALR,Skeena/Lakelse River,NA
PSALMSLIAMMON,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-SLIAMMON,Canada,DFO,SLIAMMON,Sliammon (Area 15),NA
PSALMSLOCUM,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SLOCUM,USA,AKSTATE,SLOCUM,Slocum (District113),NA
PSALMSNAKER,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SNAKER,USA,AKSTATE,SNAKER,Snake River,NA
PSALMSNOHPS,161975,Oncorhynchus gorbuscha,Pink salmon,USA-WASTATE-SNOHPS,USA,WASTATE,SNOHPS,Snohomish (Puget Sound),NA
PSALMSQUAMISH,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-SQUAMISH,Canada,DFO,SQUAMISH,Squamish,NA
PSALMSTEPHENS,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-STEPHENS,USA,AKSTATE,STEPHENS,Stephens (District111),NA
PSALMSTIKINE,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-STIKINE,USA,AKSTATE,STIKINE,Stikine (District108),NA
PSALMSTILLAPS,161975,Oncorhynchus gorbuscha,Pink salmon,USA-WASTATE-STILLAPS,USA,WASTATE,STILLAPS,Stillaguamish (Puget Sound),NA
PSALMSUNDC,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-SUNDC,Canada,DFO,SUNDC,SundChnl (Area 13),NA
PSALMSUTILC,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-SUTILC,Canada,DFO,SUTILC,Sutil Chnl (Area 13),NA
PSALMSWADMIR,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-SWADMIR,USA,AKSTATE,SWADMIR,SWAdmir (District112),NA
PSALMTANAKEE,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-TANAKEE,USA,AKSTATE,TANAKEE,Tenakee (District112),NA
PSALMTEBENKOF,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-TEBENKOF,USA,AKSTATE,TEBENKOF,Tebenkof (District109),NA
PSALMTHOMPSON,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-THOMPSON,Canada,DFO,THOMPSON,Thompson,NA
PSALMTOBAI,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-TOBAI,Canada,DFO,TOBAI,Toba Inlt (Area 15),NA
PSALMTOTEMB,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-TOTEMB,USA,AKSTATE,TOTEMB,Totem By (District106),NA
PSALMTUTKASD,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-TUTKASD,USA,AKSTATE,TUTKASD,Tutka (Southern D),NA
PSALMUCOOKI,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-UCOOKI,USA,AKSTATE,UCOOKI,Upper Cook Inlet,NA
PSALMUNALAKLEETNS,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-UNALAKLEETNS,USA,AKSTATE,UNALAKLEETNS,Unalakleet (Norton Sound),NA
PSALMUNIONB,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-UNIONB,USA,AKSTATE,UNIONB,Union By (District107),NA
PSALMVANCI,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-VANCI,Canada,DFO,VANCI,VancIsland (Area 13),NA
PSALMWADMIRAL,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-WADMIRAL,USA,AKSTATE,WADMIRAL,WAdmiral (District112),NA
PSALMWBEHM,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-WBEHM,USA,AKSTATE,WBEHM,WBehm (District 101),NA
PSALMWCRAWFISH,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-WCRAWFISH,USA,AKSTATE,WCRAWFISH,Wcrawfish (District113),NA
PSALMWHALEB,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-WHALEB,USA,AKSTATE,WHALEB,Whale By (District113),NA
PSALMWHALEP,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-WHALEP,USA,AKSTATE,WHALEP,Whale Pe (District106),NA
PSALMWINDYC,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-WINDYC,USA,AKSTATE,WINDYC,Windy Creek (Outer D),NA
PSALMWKAMPH,161975,Oncorhynchus gorbuscha,Pink salmon,Russia-TINRO-WKAMPH,Russia,TINRO,WKAMPH,West Kamchatka pink hatchery,NA
PSALMWKAMPW,161975,Oncorhynchus gorbuscha,Pink salmon,Russia-TINRO-WKAMPW,Russia,TINRO,WKAMPW,West Kamchatka pink wild,NA
PSALMWOODR,161975,Oncorhynchus gorbuscha,Pink salmon,USA-AKSTATE-WOODR,USA,AKSTATE,WOODR,Wood River,NA
PSANDLIMKB,630414,Ammodytes personatus,Pacific sandlance,Japan-FAJ-IMKB,Japan,FAJ,IMKB,Ise and Mikawa Bay,NA
PSHRMPMEDGSA6,95733,Parapenaeus longirostris,Deep water rose shrimp,multinational-GFCM-GSA6,multinational,GFCM,GSA6,Northern Spain,NA
PSLANCESYS,171672,Ammodytes hexapterus,Pacific sand lance,Japan-FAJ-SYS,Japan,FAJ,SYS,Souya Strait,NA
PSLANDLSETOE,630414,Ammodytes personatus,Pacific sandlance,Japan-FAJ-SETOE,Japan,FAJ,SETOE,Inland Sea of Japan (East),NA
PSOLEPCOAST,172868,Eopsetta jordani,Petrale sole,USA-NMFS-PCOAST,USA,NMFS,PCOAST,Pacific Coast,NA
