stockid,tsn,scientificname,commonname,areaid,stocklong,region,primary_country,primary_FAOarea,ISO3_code,GRSF_uuid,inmyersdb,myersstockid,state
BMARLINPAC, 172491,Makaira nigricans,Blue marlin,multinational-ISC-PAC,Blue marlin Pacific Ocean,Pacific Ocean,Japan,71,JPN,d47623e4-8899-314e-b4d8-f02b5f8b31cd,0,,Current
BMDOGVIII-IXa, 160034,Galeus melastomus,Blackmouth dogfish,multinational-ICES-VIII-IXa,Blackmouth dogfish ICES 8-9a,European Union,Spain,27,ESP,,0,NA,Current
BMDOGVI-VII, 160034,Galeus melastomus,Blackmouth dogfish,multinational-ICES-VI-VII,Blackmouth dogfish ICES 6-7,European Union,France,27,FRA,,0,NA,Current
BNKROCKCAL, 166761,Sebastes rufus,Bank rockfish,USA-NMFS-CAL,Bank rockfish California,US West Coast,USA,77,USA,,0,,Current
BNOSESHARATL, 160304,Carcharhinus acronotus,Blacknose shark,USA-NMFS-ATL,Blacknose shark Atlantic,US Southeast and Gulf,USA,31,USA,ba7fbdec-98aa-3467-8147-5bec72f8bf0f,0,NA,Current
BNSNZ, 172514,Hyperoglyphe antarctica,Bluenose,New Zealand-MFish-NZ,Bluenose New Zealand,New Zealand,New Zealand,81,NZL,ff715855-7257-3761-940a-173b5b69656b,0,,Current
BOARVI-VIII, 166320,Capros aper,Boarfish,multinational-ICES-VI-VIII,Boarfish ICES 6-8,European Union,Netherlands,27,NLD,f3aae194-7794-39fd-b2e3-7d7ca6f5d7bb,0,NA,Current
BOCACCBCW, 166733,Sebastes paucispinis,Bocaccio,Canada-DFO-BCW,Bocaccio British Columbia Waters,Canada West Coast,Canada,67,CAN,,0,NA,Current
BOCACCSPCOAST, 166733,Sebastes paucispinis,Bocaccio,USA-NMFS-SPCOAST,Bocaccio Southern Pacific Coast,US West Coast,USA,77,USA,,1,BOCAEURCON,Current
BONGACWAGAB-COD, 551295,Ethmalosa fimbriata,Bonga,multinational-FAO-CWAGAB-COD,Bonga Central West Africa Gabon-Congo DR,West Africa,Gabon,34,GAB,,0,NA,Current
BONGANWA, 551295,Ethmalosa fimbriata,Bonga,multinational-FAO-NWA,Bonga North West Africa,West Africa,Gambia,34,GMB,,0,NA,Current
BRILL2232, 172749,Scophthalmus rhombus,Brill,multinational-ICES-22-32,Brill Baltic Areas 22-32,European Union,Denmark,27,DNK,,0,NA,Current
BRILLIIIa-IV-VIIde, 172749,Scophthalmus rhombus,Brill,multinational-ICES-IIIa-IV-VIIde,Brill ICES 3a-4-7de,European Union,Netherlands,27,NLD,,0,NA,Current
BRMSOJ, 647939,Dentex tumifrons,Yellow sea bream,Japan-FAJ-SOJ,Yellow sea bream Sea of Japan,Japan,Japan,61,JPN,b76ca5d8-e493-3cd7-a12f-c068a9a72481,0,,Current
BRMSPPCWACIV-BEN,   -985,Dentex spp,Seabream,multinational-FAO-CWACIV-BEN,Seabream Central West Africa Cote Divoire-Benin,West Africa,Ghana,34,GHA,,0,NA,Current
BRMSPPCWAGAB-AGO,   -985,Dentex spp,Seabream,multinational-FAO-CWAGAB-AGO,Seabream Central West Africa Gabon-Angola,West Africa,Angola,34,AGO,,0,NA,Current
BRMSPPCWAGIN-LBR,   -985,Dentex spp,Seabream,multinational-FAO-CWAGIN-LBR,Seabream Central West Africa Guinea-Liberia,West Africa,Guinea,34,GIN,,0,NA,Current
BRNROCKPCOAST, 166708,Sebastes auriculatus,Brown rockfish,USA-NMFS-PCOAST,Brown rockfish Pacific Coast,US West Coast,USA,77,USA,,0,NA,Current
BRNSHRIMPGM, 551570,Farfantepenaeus aztecus,Brown shrimp,USA-NMFS-GM,Brown shrimp Gulf of Mexico,US Southeast and Gulf,USA,31,USA,,0,NA,Current
BSBASSMATLC, 167687,Centropristis striata,Black sea bass,USA-NMFS-MATLC,Black sea bass Mid-Atlantic Coast,US East Coast,USA,21,USA,,0,NA,Current
BSBASSSATL, 167687,Centropristis striata,Black sea bass,USA-NMFS-SATL,Black sea bass South Atlantic,US Southeast and Gulf,USA,31,USA,3a0bd100-e2c3-388b-bd49-c2bc001cf8bd,0,NA,Current
BSCRAPERSOJECS, 646253,Thamnaconus modestus,Black scraper,Japan-FAJ-SOJECS,Black scraper Sea of Japan and East China Sea,Japan,Japan,61,JPN,27e5c2af-6a90-3567-bbf6-9329820bc876,0,NA,Current
BSKAT5YZSNE, 564139,Dipturus laevis,Barndoor skate,USA-NMFS-5YZSNE,Barndoor skate Gulf of Maine / Georges Bank-Southern New England,US East Coast,USA,21,USA,5be5236a-23f4-323c-97e3-6808d6532aed,0,,Current
BSKATCANATL, 564139,Dipturus laevis,Barndoor skate,Canada-DFO-ATL,Barndoor skate Canadian Atlantic Ocean,Canada East Coast,Canada,21,CAN,,0,NA,Current
BSKSHARNEATL, 159907,Cetorhinus maximus,Basking shark,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Basking shark Northeast Atlantic,European Union,Norway,27,NOR,,0,NA,Current
BSQLOBSTERCH,   -992,Cervimunida johni,Yellow squat lobster,Chile-SUBPESCA-CH,Yellow squat lobster Chile,South America,Chile,87,CHL,b5892f1b-5b20-3e9a-b54a-74d79c142bd4,0,NA,Deprecated
BSQLOBSTERCSCH,   -992,Cervimunida johni,Yellow squat lobster,Chile-SUBPESCA-CH-CS,Yellow squat lobster Central-Southern Chile,South America,Chile,87,CHL,,0,NA,Current
BSQLOBSTERNCH,   -992,Cervimunida johni,Yellow squat lobster,Chile-SUBPESCA-CH-N,Yellow squat lobster Northern Chile,South America,Chile,87,CHL,956901f9-0222-3f73-9afc-2d66be6588a0,0,NA,Current
BTIPSHARATL, 160318,Carcharhinus limbatus,Blacktip shark,USA-NMFS-ATL,Blacktip shark Atlantic,US Southeast and Gulf,USA,31,USA,f31bd113-41d1-3c75-93c5-bbbf8d28cf9d,0,NA,Current
BTIPSHARGM, 160318,Carcharhinus limbatus,Blacktip shark,USA-NMFS-GM,Blacktip shark Gulf of Mexico,US Southeast and Gulf,USA,31,USA,27193060-3e53-3f8b-b09d-fb997681d878,0,,Current
BTSHRIMPNAUST,  95625,Penaeus esculentus,Brown tiger shrimp,Australia-AFMA-NAUST,Brown tiger shrimp Northern Australia,Australia,Australia,71,AUS,,0,,Current
BUTTERGOMCHATT, 172567,Peprilus triacanthus,Atlantic butterfish,USA-NMFS-5YCHATT,Atlantic butterfish Gulf of Maine / Cape Hatteras,US East Coast,USA,21,USA,061d9bdf-5b69-325c-b486-e904ab4de7ca,1,BUTTER56,Current
BWHITMEDGSA1, 164774,Micromesistius poutassou,Blue whiting,multinational-GFCM-GSA1,Blue whiting Northern Alboran Sea,Mediterranean-Black Sea,Spain,37,ESP,71b463c1-01f8-35ef-a807-c3fe5cdf80eb,0,NA,Current
BWHITMEDGSA6, 164774,Micromesistius poutassou,Blue whiting,multinational-GFCM-GSA6,Blue whiting Northern Spain,Mediterranean-Black Sea,Spain,37,ESP,dbd5e746-9450-36c2-926a-c125dfa59599,0,NA,Current
BWHITMEDGSA9, 164774,Micromesistius poutassou,Blue whiting,multinational-GFCM-GSA9,Blue whiting Ligurian and North Tyrrhenian Sea,Mediterranean-Black Sea,Italy,37,ITA,b3eae196-bc93-3184-ab8b-e6a2dbca1a40,0,NA,Current
BWHITNEA, 164774,Micromesistius poutassou,Blue whiting,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Blue whiting Northeast Atlantic,European Union,Norway,27,NOR,,0,NA,Current
BZCRABSOJ,   -965,Chionoecetes japonicus,Beni zuwai crab,Japan-FAJ-SOJ,Beni zuwai crab Sea of Japan,Japan,Japan,61,JPN,c718a9d7-9824-3ec1-a7ae-2755d68a877c,0,NA,Current
CABEZNCAL, 692068,Scorpaenichthys marmoratus,Cabezon,USA-NMFS-NCAL,Cabezon Northern California,US West Coast,USA,77,USA,6b1c8d18-8626-359b-9574-cee5e7a9c527,0,,Current
CABEZORECOAST, 692068,Scorpaenichthys marmoratus,Cabezon,USA-NMFS-ORECOAST,Cabezon Oregon Coast,US West Coast,USA,67,USA,,0,,Current
CABEZSCAL, 692068,Scorpaenichthys marmoratus,Cabezon,USA-NMFS-SCAL,Cabezon Southern California,US West Coast,USA,77,USA,2a149c98-edda-39a8-b674-8a2645bc82f6,0,,Current
CABEZWASH, 692068,Scorpaenichthys marmoratus,Cabezon,USA-NMFS-WASH,Cabezon Washington,US West Coast,USA,67,USA,,0,NA,Current
CALSCORPSCAL, 166827,Scorpaena guttata,California scorpionfish,USA-NMFS-SCAL,California scorpionfish Southern California,US West Coast,USA,77,USA,b73f4017-de6d-3a13-bddb-cf112a3d566a,0,,Current
CAPE2J3KL, 162035,Mallotus villosus,Capelin,Canada-DFO-2J3KL,Capelin Southern Labrador-Eastern Newfoundland,Canada East Coast,Canada,21,CAN,,0,NA,Current
CAPE4RST, 162035,Mallotus villosus,Capelin,Canada-DFO-4RST,Capelin Gulf of St. Lawrence,Canada East Coast,Canada,21,CAN,fec9dee5-0356-3a56-9768-e4090e8abdc7,0,NA,Current
CAPEIIa-V-XIV, 162035,Mallotus villosus,Capelin,multinational-ICES-IIa-V-XIV,Capelin ICES 2a-5-14,Europe non EU,Iceland,27,ISL,e38ab7d8-e889-3dee-8fc4-17d8664abddd,0,NA,Current
CAPENOR, 162035,Mallotus villosus,Capelin,multinational-ICES-I,Capelin Barents Sea,Europe non EU,Norway,27,NOR,,1,NA,Current
CATCWAGAB,   -987,Arius spp,Catfish,multinational-FAO-CWAGAB,Catfish Central West Africa Gabon,West Africa,Gabon,34,GAB,,0,NA,Current
CATCWAGIN-LBR,   -987,Arius spp,Catfish,multinational-FAO-CWAGIN-LBR,Catfish Central West Africa Guinea-Liberia,West Africa,Guinea,34,GIN,,0,NA,Current
CHAKESA, 164798,Merluccius capensis,Shallow water cape hake,South Africa-DETMCM-SA,Shallow water cape hake South Africa,Southern Africa,South Africa,47,ZAF,,0,,Current
CHERRCHVX, 615818,Clupea bentincki,Chilean herring,Chile-SUBPESCA-CH-CS,Chilean herring Central-Southern Chile,South America,Chile,87,CHL,b3ae955f-1869-3eaa-b143-d3219e9cead0,0,NA,Current
CHILISPCOAST, 166722,Sebastes goodei,Chilipepper,USA-NMFS-SPCOAST,Chilipepper Southern Pacific Coast,US West Coast,USA,77,USA,,1,CHILIPEPPER,Current
CHMACKCWAGAB-AGO, 168595,Trachurus trecae,Cunene horse mackerel,multinational-FAO-CWAGAB-AGO,Cunene horse mackerel Central West Africa Gabon-Angola,West Africa,Angola,34,AGO,,0,NA,Current
CHMACKCWAGNB-LBR, 168595,Trachurus trecae,Cunene horse mackerel,multinational-FAO-CWAGNB-LBR,Cunene horse mackerel Central West Africa Guinea Bissau-Liberia,West Africa,Guinea Bissau,34,GNB,,0,NA,Current
CHMACKNWA, 168595,Trachurus trecae,Cunene horse mackerel,multinational-FAO-NWA,Cunene horse mackerel North West Africa,West Africa,Mauritania,34,MRT,,0,NA,Current
CHROCKCPCOAST, 166731,Sebastes nebulosus,China rockfish,USA-NMFS-CPCOAST,China rockfish Central Pacific Coast,US West Coast,USA,67,USA,,0,NA,Current
CHROCKNPCOAST, 166731,Sebastes nebulosus,China rockfish,USA-NMFS-NPCOAST,China rockfish Northern Pacific Coast,US West Coast,USA,67,USA,,0,NA,Current
CHROCKSPCOAST, 166731,Sebastes nebulosus,China rockfish,USA-NMFS-SPCOAST,China rockfish Southern Pacific Coast,US West Coast,USA,77,USA,,0,NA,Current
CHSQUIDSA, 557249,Loligo reynaudii,Cape Hope squid,South Africa-DETMCM-SA,Cape Hope squid South Africa,Southern Africa,South Africa,47,ZAF,2d96c4b3-146f-384c-b81b-71a162807c02,0,NA,Current
CHTRACCH, 168597,Trachurus murphyi,Chilean jack mackerel,multinational-SPRFMO-CH,Chilean jack mackerel Chilean EEZ and offshore,South America,Chile,87,CHL,161b5067-b9aa-3e74-a834-ea7d00813319,0,,Current
CJOBMHI, 168916,Pristipomoides filamentosus,Crimson jobfish,USA-NMFS-MHI,Crimson jobfish Main Hawaiian Islands,US Hawaii,USA,77,USA,,0,NA,Current
CJOBOKWI, 168916,Pristipomoides filamentosus,Crimson jobfish,Japan-FAJ-OKWI,Crimson jobfish Okinawa Islands,Japan,Japan,61,JPN,,0,NA,Current
CKRAYIIIa-IV, 564143,Leucoraja naevus,Cuckoo ray,multinational-ICES-IIIa-IV,Cuckoo ray ICES 3a-4,European Union,Great Britain,27,GBR,,0,NA,Current
CKRAYIXa, 564143,Leucoraja naevus,Cuckoo ray,multinational-ICES-IXa,Cuckoo ray Portugese Waters -East,European Union,Portugal,27,PRT,,0,NA,Current
CKRAYVIIIc, 564143,Leucoraja naevus,Cuckoo ray,multinational-ICES-VIIIc,Cuckoo ray Bay of Biscay -South,European Union,Spain,27,ESP,,0,NA,Current
CKRAYVI-VII, 564143,Leucoraja naevus,Cuckoo ray,multinational-ICES-VI-VII,Cuckoo ray ICES 6-7,European Union,France,27,FRA,,0,NA,Current
CMACKNWA, 172412,Scomber japonicus,Chub mackerel,multinational-FAO-NWA,Chub mackerel North West Africa,West Africa,Morocco,34,MAR,,0,NA,Current
CMACKPCOAST, 172412,Scomber japonicus,Pacific chub mackerel,USA-NMFS-PCOAST,Pacific chub mackerel Pacific Coast,US West Coast,USA,77,USA,,0,NA,Current
CMACKPJPN, 172412,Scomber japonicus,Chub mackerel,Japan-FAJ-PJPN,Chub mackerel Pacific Coast of Japan,Japan,Japan,61,JPN,,0,NA,Current
CMACKTSST, 172412,Scomber japonicus,Chub mackerel,Japan-FAJ-TSST,Chub mackerel Tsushima Strait,Japan,Japan,61,JPN,71e9ca6e-d010-3965-bfa0-c8d4066f4042,0,,Current
COBGM, 168566,Rachycentron canadum,Cobia,USA-NMFS-GM,Cobia Gulf of Mexico,US Southeast and Gulf,USA,31,USA,,0,NA,Current
COBSATLC, 168566,Rachycentron canadum,Cobia,USA-NMFS-SATLC,Cobia Southern Atlantic coast,US Southeast and Gulf,USA,31,USA,8fa7d066-a255-3a60-8baf-0cbbfe8cebb0,0,NA,Current
COD1ABCDE, 164712,Gadus morhua,Atlantic cod,multinational-ICES-1ABCDE,Atlantic cod NAFO 1ABCDE,Canada East Coast,Greenland,21,GRL,,0,NA,Current
COD1F-XIV, 164712,Gadus morhua,Atlantic cod,multinational-ICES-1F-XIV,Atlantic cod NAFO 1F and ICES 14,Europe non EU,Greenland,27,GRL,,0,NA,Current
COD1IN, 164712,Gadus morhua,Atlantic cod,multinational-ICES-1IN,Atlantic cod NAFO Subarea 1 (inshore),Canada East Coast,Greenland,21,GRL,16dfb08d-d970-33f6-b495-f78ef0a0b79c,0,NA,Current
COD2J3KL, 164712,Gadus morhua,Atlantic cod,Canada-DFO-2J3KL,Atlantic cod Southern Labrador-Eastern Newfoundland,Canada East Coast,Canada,21,CAN,c9055c35-a306-3a63-83b5-525d9f484840,1,COD2J3KL,Current
COD3M, 164712,Gadus morhua,Atlantic cod,multinational-NAFO-3M,Atlantic cod Flemish Cap,Canada East Coast,Portugal,21,PRT,ad76fd62-8f75-33d0-82cd-380f9c9f2533,1,COD3M,Current
COD3NO, 164712,Gadus morhua,Atlantic cod,multinational-NAFO-3NO,Atlantic cod Southern Grand Banks,Canada East Coast,Canada,21,CAN,f8bd5149-f25b-3377-850a-0de697a9bfb9,1,COD3NO,Current
COD3Pn4RS, 164712,Gadus morhua,Atlantic cod,Canada-DFO-3Pn4RS,Atlantic cod Northern Gulf of St. Lawrence,Canada East Coast,Canada,21,CAN,5a19ce3d-ecba-3ee1-9f81-c766b3d18d52,1,COD3Pn4RS,Current
COD3Ps, 164712,Gadus morhua,Atlantic cod,Canada-DFO-3Ps,Atlantic cod St. Pierre Bank,Canada East Coast,Canada,21,CAN,44bdf775-5ab2-36dc-9781-1c5d774d92bd,1,COD3Ps,Current
COD4TVn, 164712,Gadus morhua,Atlantic cod,Canada-DFO-4T,Atlantic cod Southern Gulf of St. Lawrence,Canada East Coast,Canada,21,CAN,f0b7a32d-ba51-3028-941d-e18008450d12,1,COD4TVn,Current
COD4VsW, 164712,Gadus morhua,Atlantic cod,Canada-DFO-4VsW,Atlantic cod Eastern Scotian Shelf,Canada East Coast,Canada,21,CAN,4e12fcb9-141a-3eef-af10-23f19f4e4f11,1,COD4VsW,Current
COD4X, 164712,Gadus morhua,Atlantic cod,Canada-DFO-4X,Atlantic cod Western Scotian Shelf,Canada East Coast,Canada,21,CAN,0464895b-495c-3aac-a1e7-95ccd4dc4766,1,COD4X,Deprecated
COD4X5Yb, 164712,Gadus morhua,Atlantic cod,Canada-DFO-4X5Yb,"Atlantic cod Western Scotian Shelf, Bay of Fundy and Gulf of Maine",Canada East Coast,Canada,21,CAN,e8353ac7-d6ca-3f6f-a40d-a95c6dc733a7,0,NA,Current
COD5Zjm, 164712,Gadus morhua,Atlantic cod,multinational-TRAC-5Zjm,Atlantic cod NAFO 5Zjm,Canada East Coast,Canada,21,CAN,07c88869-539b-36ff-b06e-98d0dbf0fd75,0,NA,Current
CODBA2224, 164712,Gadus morhua,Atlantic cod,multinational-ICES-22-24,Atlantic cod Western Baltic,European Union,Denmark,27,DNK,a210b95c-2012-3c43-929e-c38c4a23f1ab,1,CODBA2224,Current
CODBA2532, 164712,Gadus morhua,Atlantic cod,multinational-ICES-25-32,Atlantic cod Eastern Baltic,European Union,Poland,27,POL,52fbf3e6-5141-3233-b8bd-351a5f3bdc40,1,CODBA2532,Current
CODFABNK, 164712,Gadus morhua,Atlantic cod,multinational-ICES-Vb2,Atlantic cod Faroe Bank,Europe non EU,Faroe Islands,27,FRO,a5fdc34f-26ef-340f-a571-bbb0da516e7c,0,NA,Current
CODFAPL, 164712,Gadus morhua,Atlantic cod,multinational-ICES-Vb1,Atlantic cod Faroe Plateau,Europe non EU,Faroe Islands,27,FRO,28b7a713-ba50-3c9f-94d7-7962ebab43df,1,NA,Current
CODGB, 164712,Gadus morhua,Atlantic cod,USA-NMFS-5Z,Atlantic cod Georges Bank,US East Coast,USA,21,USA,71c5f2e5-beaf-3b36-afc7-baf16f0080b7,1,COD5Z,Current
CODGOM, 164712,Gadus morhua,Atlantic cod,USA-NMFS-5Y,Atlantic cod Gulf of Maine,US East Coast,USA,21,USA,0fab3985-c6c0-3851-a1c0-12945c1c18aa,0,NA,Current
CODICE, 164712,Gadus morhua,Atlantic cod,multinational-ICES-Va,Atlantic cod Iceland Grounds,Europe non EU,Iceland,27,ISL,182f1148-4c60-3b13-a765-21b1b47ead6b,1,CODICE,Current
CODIIIaW-IV-VIId, 164712,Gadus morhua,Atlantic cod,multinational-ICES-IIIaW-IV-VIId,Atlantic cod ICES 3a(west)-4-7d,European Union,Great Britain,27,GBR,d2362bce-b855-3367-9c46-c479eeaca2af,0,NA,Current
CODIS, 164712,Gadus morhua,Atlantic cod,multinational-ICES-VIIa,Atlantic cod Irish Sea,European Union,Ireland,27,IRL,a42e20a7-acac-348f-981e-82c6af35b2c6,1,CODIS,Current
CODKAT, 164712,Gadus morhua,Atlantic cod,multinational-ICES-21,Atlantic cod Kattegat,European Union,Denmark,27,DNK,830dbacd-5997-3204-93b4-65f8f77b5170,1,CODKAT,Current
CODNEAR, 164712,Gadus morhua,Atlantic cod,multinational-ICES-I-II,Atlantic cod North-East Arctic,Europe non EU,Russia,27,RUS,d8264317-32db-3758-a373-28ba516a3f86,1,CODNEAR,Current
CODNEARNCW, 164712,Gadus morhua,Atlantic cod,multinational-ICES-I-II-NCW,Atlantic cod North-East Arctic (Norwegian coastal waters),Europe non EU,Norway,27,NOR,b9a1798f-6744-3c76-a207-2584d3293792,0,NA,Current
CODVIa, 164712,Gadus morhua,Atlantic cod,multinational-ICES-VIa,Atlantic cod West of Scotland,European Union,Great Britain,27,GBR,06dbbee6-137d-38d1-9f5d-a27a807fd852,1,CODVIa,Current
CODVIb, 164712,Gadus morhua,Atlantic cod,multinational-ICES-VIb,Atlantic cod Rockall Bank,European Union,Great Britain,27,GBR,5fb65e0b-3bf7-3363-a2ed-45d269bc87ec,0,NA,Current
CODVIIek, 164712,Gadus morhua,Atlantic cod,multinational-ICES-VIIe-k,Atlantic cod Celtic Sea,European Union,France,27,FRA,43c716ff-3393-3b79-bbe6-b9be78cbc181,0,,Current
COWCODSCAL, 166754,Sebastes levis,Cowcod,USA-NMFS-SCAL,Cowcod Southern California,US West Coast,USA,77,USA,,0,NA,Current
CPANDMEDGSA15-16, 169215,Pagellus erythrinus,Common pandora,multinational-GFCM-GSA15-16,"Common pandora Malta Island and South of Sicily (GSA 15, 16)",Mediterranean-Black Sea,Italy,37,ITA,b16288b4-2930-3aa5-aa02-0a83b1c55f41,0,NA,Current
CPANDMEDGSA9, 169215,Pagellus erythrinus,Common pandora,multinational-GFCM-GSA9,Common pandora Ligurian and North Tyrrhenian Sea,Mediterranean-Black Sea,Italy,37,ITA,9aa7ff67-bda0-365a-a7d5-18addb2ed464,0,NA,Current
CPRROCKPCOAST, 166713,Sebastes caurinus,Copper rockfish,USA-NMFS-PCOAST,Copper rockfish Pacific Coast,US West Coast,USA,77,USA,,0,NA,Current
CRLOBSTERSA12, 552953,Jasus lalandii,West coast rock lobster,South Africa-DETMCM-1-2,West coast rock lobster South Africa Areas 1-2,Southern Africa,South Africa,47,ZAF,,0,,Current
CRLOBSTERSA34, 552953,Jasus lalandii,West coast rock lobster,South Africa-DETMCM-3-4,West coast rock lobster South Africa Areas 3-4,Southern Africa,South Africa,47,ZAF,,0,,Current
CRLOBSTERSA56, 552953,Jasus lalandii,West coast rock lobster,South Africa-DETMCM-5-6,West coast rock lobster South Africa Areas 5-6,Southern Africa,South Africa,47,ZAF,,0,,Current
CRLOBSTERSA7, 552953,Jasus lalandii,West coast rock lobster,South Africa-DETMCM-7,West coast rock lobster South Africa Area 7,Southern Africa,South Africa,47,ZAF,,0,,Current
CRLOBSTERSA8, 552953,Jasus lalandii,West coast rock lobster,South Africa-DETMCM-8,West coast rock lobster South Africa Area 8,Southern Africa,South Africa,47,ZAF,,0,,Current
CROAKSPPCWACIV-BEN,   -989,Pseudotolithus spp,Croaker,multinational-FAO-CWACIV-BEN,Croaker Central West Africa Cote Divoire-Benin,West Africa,Ghana,34,GHA,,0,NA,Current
CROAKSPPCWAGAB-AGO,   -989,Pseudotolithus spp,Croaker,multinational-FAO-CWAGAB-AGO,Croaker Central West Africa Gabon-Angola,West Africa,Nigeria,34,NGA,,0,NA,Current
CROAKSPPCWAGIN-LBR,   -989,Pseudotolithus spp,Croaker,multinational-FAO-CWAGIN-LBR,Croaker Central West Africa Guinea-Liberia,West Africa,Guinea,34,GIN,,0,NA,Current
CROCKPCOAST, 166734,Sebastes pinniger,Canary rockfish,USA-NMFS-PCOAST,Canary rockfish Pacific Coast,US West Coast,USA,67,USA,,0,NA,Current
CROCKWCVANISOGQCI, 166734,Sebastes pinniger,Canary rockfish,Canada-DFO-WCVANI-SOG-QCI,Canary rockfish West Coast of Vancouver Island and Strait of Georgia and Queen Charlotte Islands,Canada West Coast,Canada,67,CAN,,0,,Current
CSALMA1, 161976,Oncorhynchus keta,Chum salmon,Canada-DFO-A1,Chum salmon Area 1,Canada West Coast (Pacific Salmon),Canada, 2,CAN,c58447ab-ecb9-3c59-8971-198fd8645a23,0,,Current
CSALMA10, 161976,Oncorhynchus keta,Chum salmon,Canada-DFO-A10,Chum salmon Area 10,Canada West Coast (Pacific Salmon),Canada, 2,CAN,b08e3478-adb0-3962-9f97-7836e7676d6c,0,,Current
CSALMA11, 161976,Oncorhynchus keta,Chum salmon,Canada-DFO-A11,Chum salmon Area 11,Canada West Coast (Pacific Salmon),Canada, 2,CAN,9d792f24-7461-3857-81bb-1081b93cd92a,0,,Current
CSALMA12, 161976,Oncorhynchus keta,Chum salmon,Canada-DFO-A12,Chum salmon Area 12,Canada West Coast (Pacific Salmon),Canada, 2,CAN,11b7e92d-d840-3e75-9485-3a9b558dfbc6,0,,Current
CSALMA13, 161976,Oncorhynchus keta,Chum salmon,Canada-DFO-A13,Chum salmon Area 13,Canada West Coast (Pacific Salmon),Canada, 2,CAN,f3fd8d1c-3599-3413-960b-1119493cf55f,0,,Current
CSALMA14, 161976,Oncorhynchus keta,Chum salmon,Canada-DFO-A14,Chum salmon Area 14,Canada West Coast (Pacific Salmon),Canada, 2,CAN,31ec7a50-1ed3-329b-a22b-e66a8d28818a,0,,Current
CSALMA15, 161976,Oncorhynchus keta,Chum salmon,Canada-DFO-A15,Chum salmon Area 15,Canada West Coast (Pacific Salmon),Canada, 2,CAN,7bfc6fec-9b20-3b15-b29d-fc4da5356433,0,,Current
CSALMA16, 161976,Oncorhynchus keta,Chum salmon,Canada-DFO-A16,Chum salmon Area 16,Canada West Coast (Pacific Salmon),Canada, 2,CAN,32b66203-11e9-30e8-8bbd-b1e73001d56d,0,,Current
CSALMA17, 161976,Oncorhynchus keta,Chum salmon,Canada-DFO-A17,Chum salmon Area 17,Canada West Coast (Pacific Salmon),Canada, 2,CAN,800389da-2c8d-3b6e-b2d3-45031999e3d1,0,,Current
CSALMA18, 161976,Oncorhynchus keta,Chum salmon,Canada-DFO-A18,Chum salmon Area 18,Canada West Coast (Pacific Salmon),Canada, 2,CAN,0367032c-6ebe-3b31-9bc8-955a20dc3b79,0,,Current
CSALMA19, 161976,Oncorhynchus keta,Chum salmon,Canada-DFO-A19,Chum salmon Area 19,Canada West Coast (Pacific Salmon),Canada, 2,CAN,ca99c7b5-5342-3181-bfd8-60e414a1569c,0,,Current
CSALMA20, 161976,Oncorhynchus keta,Chum salmon,Canada-DFO-A20,Chum salmon Area 20,Canada West Coast (Pacific Salmon),Canada, 2,CAN,a314c4e4-f064-35ea-ac95-0d69dc5527f7,0,,Current
CSALMA22, 161976,Oncorhynchus keta,Chum salmon,Canada-DFO-A22,Chum salmon Area 22,Canada West Coast (Pacific Salmon),Canada, 2,CAN,76a1137f-ccc0-3511-a85f-9f6e9445979f,0,,Current
CSALMA23, 161976,Oncorhynchus keta,Chum salmon,Canada-DFO-A23,Chum salmon Area 23,Canada West Coast (Pacific Salmon),Canada, 2,CAN,8fc2c14a-49ae-3ad3-ab36-3f04f6afaddf,0,,Current
CSALMA24, 161976,Oncorhynchus keta,Chum salmon,Canada-DFO-A24,Chum salmon Area 24,Canada West Coast (Pacific Salmon),Canada, 2,CAN,d78f104a-93fc-3792-88b1-f1052524c1b2,0,,Current
CSALMA25, 161976,Oncorhynchus keta,Chum salmon,Canada-DFO-A25,Chum salmon Area 25,Canada West Coast (Pacific Salmon),Canada, 2,CAN,8f6b1cf5-537c-334f-9937-a989849ecd7b,0,,Current
CSALMA26, 161976,Oncorhynchus keta,Chum salmon,Canada-DFO-A26,Chum salmon Area 26,Canada West Coast (Pacific Salmon),Canada, 2,CAN,50e2a719-aefa-36b8-97e4-43e025f7f954,0,,Current
CSALMA27, 161976,Oncorhynchus keta,Chum salmon,Canada-DFO-A27,Chum salmon Area 27,Canada West Coast (Pacific Salmon),Canada, 2,CAN,d4d10c87-15a8-3019-a5f7-9c7e94521857,0,,Current
CSALMA29, 161976,Oncorhynchus keta,Chum salmon,Canada-DFO-A29,Chum salmon Area 29,Canada West Coast (Pacific Salmon),Canada, 2,CAN,e9e0339e-adb7-3d52-b1ee-f64d807ce1b3,0,,Current
CSALMA2E, 161976,Oncorhynchus keta,Chum salmon,Canada-DFO-A2E,Chum salmon Area 2E,Canada West Coast (Pacific Salmon),Canada, 2,CAN,0c0ae2bb-696a-3e1e-8358-962f8176d0f5,0,,Current
CSALMA2W, 161976,Oncorhynchus keta,Chum salmon,Canada-DFO-A2W,Chum salmon Area 2W,Canada West Coast (Pacific Salmon),Canada, 2,CAN,c57e2e05-e91e-3d51-b5ea-b103469b82ff,0,,Current
